CASO,PASO,TIPO,ESTADO,TOTAL EXITOSOS,TOTAL FALLIDOS,PORCENTAJE VALIDACION,DESCRIPCION VALIDACION,MENSAJE,CODIGO ERROR,ERROR
1,1,FIX_AI,EXITOSO,,,,(8) MSG: FIX.4.4 BD: FIX.4.4
1,1,FIX_AI,EXITOSO,,,,(35) MSG: AI BD: AI
1,1,FIX_AI,EXITOSO,,,,(49) MSG: EXC BD: EXC
1,1,FIX_AI,EXITOSO,,,,(22) MSG: M BD: M
1,1,FIX_AI,EXITOSO,,,,(38) MSG: 500000000 BD: 500000000
1,1,FIX_AI,EXITOSO,,,,(54) MSG: 1 BD: 1
1,1,FIX_AI,EXITOSO,,,,(55) MSG: TFIC13280425 BD: TFIC13280425
1,1,FIX_AI,EXITOSO,,,,(297) MSG: 10 BD: 10
1,1,FIX_AI,EXITOSO,,,,(762) MSG: RFQF BD: RFQF
1,1,FIX_AI,EXITOSO,,,,(453) MSG: 5 BD: 5
Fin de caso 1,,,,10.0,0.0,100.00%,

Total exitosos:,10.0
Total fallidos:,0.0
Porcentaje total: ,100.00%
